id,title,year,original_language,poster_path,human_verdict,has_text,human_note
1091671,"Flying Daddy",1997,ja,/6bPT2dTOf8SbWbTgjFZJ45rMIVK.jpg,no_es_poster,,""
1092006,"Sangre Dulce",2018,en,/xuBmLfo9kBMNmEh7mTGSgiXnjG0.jpg,no_es_poster,,""
1092348,"L'Angelo",,it,/4ZXR0Dr08O75HDRgT0eiQXX42a0.jpg,no_es_poster,,""
1092519,"Oh Dear Lord What is Wrong With Your Face?",2023,en,/1oqPDbF256SRJvNXqRQJKC0mz5B.jpg,no_es_poster,,""
1092549,"Nostalgia",2023,en,/aR9MCxeeLmZJw5btHrjaF3Lr54N.jpg,no_es_poster,,""
1093850,"Leather",2022,en,/qB3rz9fI1NVEg9pnHvBEjfByrIt.jpg,no_es_poster,,""
1094113,"Sally's Escape from Hell",2016,en,/zCGvIFyVJKSok8Zl7I8APSacFG4.jpg,no_es_poster,,""
1094206,"Social Butterfly",2023,en,/oZe6ygE1378VsU8HrxaEHbukCKt.jpg,no_es_poster,,""
1094329,"RAW",2022,en,/OcsPHU6HfsCkWdYlIJZcsGJvsS.jpg,no_es_poster,,""
1095001,"Disco 3000",2011,en,/sLTo9p4xB0J7RtW8B0dDC0hFju6.jpg,no_es_poster,,""
1095565,"Maataraani Mounamidhi",2023,te,/wq62QUSBhd5Ym9eiMjxmUPDQUXi.jpg,es_poster,si,""
1096076,"Fish Piss",2023,en,/1M1UtoVp6CqSqBbdFuBoEkwV7u9.jpg,es_poster,si,""
1096879,"RUN",2023,en,/svP7rynkZMTcq3TORxSTNLQebuv.jpg,es_poster,si,""
1097135,"Sacrifice",1959,ja,/2DIlnGB5N3pMk6rZ7QLc6DgbgIF.jpg,no_es_poster,,""
1097612,"New Pen Fairy",2016,zh,/bq07QVrV6zxb9q7zJS9rT7bW73I.jpg,es_poster,si,""
1098173,"Animal Me",2024,en,/uQUZ8Nqw2JpTXvRzkl8BiAXlgLS.jpg,no_es_poster,,""
1099116,"Kandhei Akhire Luha",1997,or,/A1CTwq92sV7DdiVnSuBAdhEqEs9.jpg,es_poster,si,""
1099206,"Chrysalis Red",2023,en,/fi0403xhU1IpCrZJo4kHQjLgI2W.jpg,no_es_poster,,""
1099694,"Shanti Shanti Sayonara",2023,en,/xaf1sMrtIOG3tRfnvAljUggydLG.jpg,no_es_poster,,""
1099767,"Head-Hunter",2015,en,/AvBYRFnEPJVI5JQNlCv5zTGVoNY.jpg,no_es_poster,,""
1100849,"Sailor Fight!",2014,en,/o1qPz6el9pAf3vmhKNMdJX5eY6O.jpg,no_es_poster,,""
1101683,"BiPolaris",2022,fr,/ayzQtlvAeiSaaAUnrp57YMuzzJA.jpg,es_poster,si,""
1101703,"新开心鬼",2015,zh,/jHiFM1aFkJYxx643h2s8MUXi6YW.jpg,es_poster,si,""
1102006,"Angels of Death - Final Cut",2022,en,/ejHK6PNecTsw4WSSxS3TB7bxfQ0.jpg,no_es_poster,,""
1103383,"Fever Dream",2008,en,/qU7WrW81YHO0RDJ19DgZWHlkM2R.jpg,no_es_poster,,""
1103509,"Resident Evil Masterpiece Theater",2023,ja,/vOmIEeiBSlAzgEvvBulLZM803G8.jpg,es_poster,si,""
1103830,"Color, Split Screen and Rear Projection Tests",2006,en,/eZMLr8kPiHZWJ1CLjX1LD464ke.jpg,no_es_poster,,""
1103867,"Her Beginnings",2023,en,/3T5BIpeA4frdf4qIuMx7pTTxDsS.jpg,no_es_poster,,""
1103892,"Mia",2023,en,/4iDe5tdqXGWiQOjOt3occWxEZZd.jpg,es_poster,si,""
1103985,"Insulted Woman Revenge Pachinker Another",2015,ja,/jr42n4tXH9LqtJscs4Y4J79l4JD.jpg,es_poster,si,""
1105435,"Meat",,fr,/vvf5oWK4z70tp21dJ182yG2Q6mH.jpg,es_poster,si,""
1106982,"15/05/11 - ABANDONED GRAIN ELEVATOR",2011,en,/4iskGjM4JG8ljSEgdGbUT8C69So.jpg,no_es_poster,,""
1108429,"Innocence",2003,en,/sGp8RsZKX9SGP0JjGCVujKUjI1k.jpg,no_es_poster,,""
1108447,"Seed",2004,en,/vNs2c54pja8PBWssKWjBCnSoIK9.jpg,no_es_poster,,""
1108784,"A Quarter to 4",2022,es,/9gA7KJ6JpPoAYfAk3hl4UfeXTCW.jpg,no_es_poster,,""
1108895,"undercurrent",2001,ja,/jzZoP6ArcvXRF8BHm6qjZAx55t4.jpg,no_es_poster,,""
1108898,"Hold My Scissors",2004,en,/cw2gYLhjEFl0yWrueef5cFcCItD.jpg,no_es_poster,,""
1110645,"Elves on the Shelves",2022,en,/z6BDZQAKUIKadsZaGMwzbLAIiua.jpg,no_es_poster,,""
1110649,"Elf on the Shelf",2021,en,/dxvIR2faEi39oGOlUJEGRJRC4dj.jpg,no_es_poster,,""
1111255,"Prying Eyes",2023,cn,/34AWLLLWqGzyG051QyD3kBlwyru.jpg,no_es_poster,,""
1112558,"Dream Therapy",2022,en,/wyNTpzmKuvzNXjkH5vNwicdYJqT.jpg,no_es_poster,,""
1112723,"Honto ni Atta Kowai Hanashi - Special 1",1999,ja,/w57U5sq8Um0xyIsnmHZf5RQzjPl.jpg,es_poster,si,""
1113072,"My Home Is Burning",2017,en,/9anccY7heQ4YXIVbygNdh7rHLq2.jpg,no_es_poster,,""
1113573,"Judy’s Turn to Cry",2022,en,/eGa8ccIQvvAATmak2tT9HJZjBcs.jpg,no_es_poster,,""
1113900,"Aswang 1933",2017,es,/jD8TFfa9AntkRCWigE8AAdg6MQt.jpg,no_es_poster,,""
1114142,"Queens Gold",2022,en,/ff5U98wvMq5qTTvbeAfrFZ9v7LU.jpg,no_es_poster,,""
1114750,"Niemand",2019,fr,/aJeRb737Sb43GtI2Lx2ltgh6PLu.jpg,es_poster,si,""
1115700,"The Angel of Forms",2023,xx,/34nrLql1BRVeqzgPFo4NZz5QNPS.jpg,no_es_poster,,""
1116457,"Parlour",2023,en,/fxz6lYXSJ6MWc6Mqrg46jytUHYz.jpg,no_es_poster,,""
1116481,"There is Something in My Drain",2023,en,/xGIeMyvHIGcyYwcZmflcjf8aMkI.jpg,no_es_poster,,""
1117099,"End of the Parade",2017,en,/5BqSs2hVfBPixOiMrQaP4RagkuX.jpg,no_es_poster,,""
1117424,"Street of Gravestones",2000,en,/hwJwAYfFGKh8byb9fQsSG0LvFB6.jpg,no_es_poster,,""
1118185,"Pyre",2023,en,/rjdv1sOgyPKKWa3syu6ZsHUdHwf.jpg,es_poster,si,""
1118367,"Ida",2023,fr,/eiJfvxFlbTKzbJSiFrDl5PvUpqM.jpg,es_poster,si,""
1118857,"Christinas World",2023,en,/jgdupeOCyHzCRqiWVrfabgM6Bam.jpg,no_es_poster,,""
1118899,"Liminal II",2023,en,/aNNt3oonTl4E9ir0HYTphyQvvp2.jpg,es_poster,si,""
1119244,"The Earthbound",2015,ja,/45XtB7pqMajeiwqTTXupf99Xns3.jpg,es_poster,si,""
1119249,"The Yellow Wallpaper",2011,en,/mdzYgLN5vOq4AIRUDNxqYPxFe10.jpg,no_es_poster,,""
1120011,"Namo Bhootatma",2014,kn,/4f5Ur15GptYmkdprphmK5hMEPSP.jpg,es_poster,si,""
1120062,"Pułapki",2011,pl,/loJD7jvyd2QAR7E9hJJ9xfyKREx.jpg,no_es_poster,,""
1121020,"Let's Be Friends",2023,en,/o6su0ub4Y0GV6N78Da0BbuCHlTY.jpg,no_es_poster,,""
1121405,"Alone",2022,en,/hD8PjJB5rOkuzjNpkwfYotl0lDk.jpg,no_es_poster,,""
1121432,"Phoenix",2023,ml,/jcmxwDdWYYXTlejkeTTabeZ4k82.jpg,es_poster,si,""
1121583,"Vesania",2023,en,/mwbgyJ8fAJNi0JttN4XOBO8zhwn.jpg,no_es_poster,,""
1121697,"Neverending Night: The Making of Blair Witch",2017,en,/90EyLlEj60tsnQkLooWjYfFFF1Q.jpg,no_es_poster,,""
1122140,"ESPERA",2022,es,/3L0K72BLIBKwDYM0Aq1djvYoZId.jpg,no_es_poster,,""
1122220,"Untitled Blair Witch Film",2027,en,/1mi6QRfUaSoe9pTvSY4L9AHdazh.jpg,no_es_poster,,""
1123503,"Big Milk",2023,en,/qq2EbNjFJStI3EucH3HspmNiqHy.jpg,es_poster,si,""
1125365,"Mr. Withers' Apartment",1995,en,/jo6HrZhSWVsgFmpaV7T0NVcSWAI.jpg,no_es_poster,,""
1125585,"Urban Spirit Legend: Reishi Gakuen",2008,ja,/t19SfKKFmViiWfnvSUl3jRd3Ci1.jpg,es_poster,si,""
1125649,"Folklore Strange Smell of The Strange Troupe",2023,zh,/6Z3D0jLsqsMMOMtn6lITC3BEZ8u.jpg,no_es_poster,,""
1126010,"Plot Front",2019,en,/oeCYoLgxn6TlH23CQF2Utybvxxu.jpg,no_es_poster,,""
1126310,"child vini's archive",2012,pt,/9C4pho3bXkjRimeK7tLb3FShmf4.jpg,no_es_poster,,""
1126316,"Every 90s Commercial Ever",2015,en,/hLo2AXfCZ9i46g37T7MYLh3qBzG.jpg,no_es_poster,,""
1127143,"Mama",2025,id,/o6K500W5qIZzVDiBcfQ1mCMMnay.jpg,es_poster,si,""
1127560,"Yatsuhakamura",2019,ja,/snRK4JgUzCcglfNehmXniI8nz6T.jpg,es_poster,si,""
1131282,"Dumb Dumbs",2012,en,/p9Mt9XQQbVwOvvpGqcnjgm7Yqbv.jpg,no_es_poster,,""
1131806,"Rèd",2023,fr,/uW2rdmhpC1NiSj7OjuWl4Fewg4J.jpg,no_es_poster,,""
1133248,"Removers",2023,en,/7IBye9cvSgfO0riLjEgfK0JJc38.jpg,no_es_poster,,""
1134427,"Profondo",2023,en,/2I5bRzJe7zH0020iqQ8EqcYV9Qe.jpg,no_es_poster,,""
1135482,"The Adventures of Dracula, the Literal Moron",2022,en,/xLt7qLWAogIbBWnVmmUA3qKIfdk.jpg,no_es_poster,,""
1136043,"O",2023,en,/5ox1AcblK1zYCWBxcHE4YBBMOt8.jpg,no_es_poster,,""
1136508,"Strange Tangents",1983,en,/cP0pc8BsfTuAwZ4hMCUUZEB9LPg.jpg,no_es_poster,,""
1137251,"GORE",,pl,/4dL79T1cvIwQdS0HaouHLx0K5pH.jpg,es_poster,si,""
1137654,"Last Order",2023,ko,/vDRYHz2lwBth5KgaS7G8RyeupWM.jpg,no_es_poster,,""
1139141,"Sleepaway Camp 2: What Happened to Molly?",2015,en,/ld13mURh75KUFYKtR3JCrs4y3lE.jpg,no_es_poster,,""
1140480,"Ultra Violent People",2011,ja,/yNI3GC99UFT1omToWGixMZD585h.jpg,no_es_poster,,""
1140766,"The Carpal Tunnel of Love",2007,en,/yo220OQ5hQzOyWms7LPn8tWJkCK.jpg,no_es_poster,,""
1141302,"Election 2020: A Horror Story",2020,en,/cn9nApJSDkULofb13885fxf1TGh.jpg,no_es_poster,,""
1141754,"Hunting A Pigman: Part One",2020,en,/4IaRC896NTYMWGwpJEp2S82tDFO.jpg,no_es_poster,,""
1141891,"The Blood",2022,ja,/sdg3xiSpzjC5lLpKBvv2GZY2N26.jpg,es_poster,si,""
1141993,"Reprieve",2025,en,/wzaJh4k8KiNRW92YBBgV6CIsHuP.jpg,es_poster,si,""
1142325,"Shadow",2020,en,/80eX4Tee4op1Bweqk5oXDJuwYGb.jpg,no_es_poster,,""
1143007,"Blood on Each Step",1989,zh,/8lUl7KUs8DLp8ION3fYQRG1YPSL.jpg,es_poster,si,""
1143697,"Man dying in basement",2023,en,/3DC2KIhzia8WGRW2QQO4iPLtJhN.jpg,no_es_poster,,""
1144719,"Okamuro-san",2022,ja,/xeMOAIjUBuhIyTkVxYj3KMpZ1qT.jpg,es_poster,si,""
1145277,"Document Super Scary Stories: Okinawa",2005,ja,/mXmtTsW24NN6DBkrcyOauINzrDn.jpg,es_poster,si,""
1145501,"A Gift for Toby",1987,en,/2SOsUUoMQhi5ITjGfxzPZFdq0Ix.jpg,no_es_poster,,""
1145846,"Water, Water, Everywhere ...",1971,en,/37IYLa4bZxkyVoKRk4FCmzSVyuL.jpg,no_es_poster,,""
1145880,"A Better Man",2023,en,/Ab2KEBgJtWCJtDeqsX3uXmz9bM8.jpg,no_es_poster,,""
1146209,"Shudder Girls",2017,ja,/pnj561p1g9pGHMKaKaYhTEe3gse.jpg,es_poster,si,""
1146542,"Het Oog",1989,nl,/s1EzXg6H3jWOy416IoWnsayhDeY.jpg,no_es_poster,,""
1146575,"Paku Tanah Jawa",2024,id,/waVn3InmSNQHjqcBKQzvumjrrGt.jpg,es_poster,si,""
1146740,"WRAAK",1983,nl,/bZ1rCl1gWUGf0zshhlVCMB9ZTXR.jpg,no_es_poster,,""
1147023,"Snuff Film",2015,ja,/ye425u5M6COY96MXM0xrHrM8wCE.jpg,no_es_poster,,""
1147348,"Boredom",1976,en,/7Lb83ejNkLk2TqzAQIVA9ywuBbH.jpg,no_es_poster,,""
1147586,"Deep End",2023,en,/hEkee7oHLcyTmZ5QtI4ly2YxNfX.jpg,no_es_poster,,""
1148524,"Paranoid Instamatic",1996,en,/pFTDuCt6eRRaeCaOh87cOyybQZk.jpg,no_es_poster,,""
1149514,"Janha Ratira Sathi",2023,or,/bLWnuQktcpvaLzkY8rfhZHjOnpV.jpg,es_poster,si,""
1149695,"Dodenspel",1988,en,/iV0sZ6V3YyZDpRZZLc5UdRWboje.jpg,no_es_poster,,""
1149701,"Young Faustus",2005,en,/zYTe6uGurwur4dAfz44LQ3Jt9r3.jpg,no_es_poster,,""
1150649,"Visitor",2022,ja,/wZeuvNCFo4c6Dc9lq4P55LytK9d.jpg,es_poster,si,""
1150696,"Gendai Kaiki Hyaku Monogatari: Kaidan Tanhenshu",2021,ja,/hezllpLreL2Dc46qjRJIVvFupbg.jpg,es_poster,si,""
1151479,"The Love Spirit of Nang Nak",1951,th,/2sa8C8I3yPmnnyw0RVZgQazWMe1.jpg,no_es_poster,,""
1151565,"Mae Nak",1992,th,/nkvrlCFdvncXkZrFOJiIZm2yug9.jpg,no_es_poster,,""
1151593,"Eyes",2013,en,/wee2u97et3jQcBpXsdvgFykfdlD.jpg,no_es_poster,,""
1151683,"WOACA",2023,en,/zLH8zZzNZWqZGSRsN8Yn92ECz20.jpg,es_poster,si,""
1151740,"Morte ao Rei",2023,pt,/6wHfsbqCxBLusCRWDf0ZYCVK1qB.jpg,no_es_poster,,""
1151937,"Wake Up",2017,cn,/lh6u8QYJzBFC1nppmi0gWgjrIEn.jpg,no_es_poster,,""
1151960,"Ghost Killing",2023,zh,/sD3LyXKotplTnNnpMEoQeqYyRL3.jpg,es_poster,si,""
1153403,"zapeo",2023,es,/i1gqwdJyjI3y7e8IJZmX2DbVyJa.jpg,no_es_poster,,""
1153628,"Das Buch Der Blutigen Geschichten",1991,en,/5RzmZGzPOhWlMrs6QeHrlE4zKF3.jpg,no_es_poster,,""
1154187,"Attack of the Undead",1995,en,/dQA7P5MRVzdNFcWD7uY1a7U2dos.jpg,no_es_poster,,""
1155301,"Nakaw",2017,tl,/qsqiSpNZw3pzKDSMPk8C2MPypLC.jpg,no_es_poster,,""
1155643,"Tiyanak",2017,en,/uEFuVABcyn3rl2bkb0fHv0wlgId.jpg,no_es_poster,,""
1157708,"Creepy Hitori Kakurenbo - DVD Extras",2009,ja,/4mOj1iPwZSm8wiDCaSpBrxvCD9n.jpg,no_es_poster,,""
1158484,"Trees",2023,en,/9rdEsO7qfYWh09M7eIvdDAlc4u3.jpg,es_poster,si,""
1159534,"The Amazing Life of Hops",2022,ru,/tHjP1T2lFQl4EZek7HQ89kODi25.jpg,no_es_poster,,""
1159875,"The Hump Back Angel",1987,en,/y0lR0dimT9pZpZOa3CErgVfcyxC.jpg,no_es_poster,,""
1159987,"Presommar",2023,en,/qVyWH1tvT0quaMp1qEjBdeBB766.jpg,no_es_poster,,""
1161738,"Cure",2020,en,/kKkDtcCuSYuZEvKHjr5xeELnj5n.jpg,no_es_poster,,""
1162056,"Peering into the Darkness",2023,ru,/xLGkRIYt6ZQFXi7vn7flSoHpJUk.jpg,no_es_poster,,""
1162791,"Mamántula",2023,es,/iodTtVpD5iNqejWrXSPYtVrvewr.jpg,es_poster,si,""
1162936,"Babushka",2023,en,/v82I6DZQX152J5we8B3RGMqa1vt.jpg,es_poster,si,""
1163427,"JOHNNY ANTHOJOHNNY",2023,en,/tA7ANoCy4HwLm4OBuIhjXHymrDs.jpg,es_poster,si,""
1164853,"Angaaragan",2023,ta,/kPByMKPM4rrOAys32pu76KYIDyu.jpg,es_poster,si,""
1165206,"Tokyo Videos of Horror 18",2018,ja,/iCTojK0cvEFQimeve9rjp7B66eQ.jpg,es_poster,si,""
1165396,"Tokyo Videos of Horror 19",2018,ja,/v0ahXqq7zwLRH7xcw4Qbx998ap6.jpg,es_poster,si,""
1165927,"Maternal",2023,en,/cWtJ2juQAc5RAPMb7uNQrQkELvy.jpg,no_es_poster,,""
1166109,"Namade Kowasugi!",2015,ja,/68SLjbOtTAvAmYgVwuCS41UfGMw.jpg,es_poster,si,""
1166538,"THE OTHER WORLD",2024,xx,/fbfiraHRV8yKHGpURxPrYnXvflr.jpg,no_es_poster,,""
1166947,"Haunted School",2001,zh,/6rdY8W3qxHZE29HTQQodGYvm57j.jpg,es_poster,si,""
1167764,"Sympathy",2004,en,/y5bbHWArS502tHbZIewiPMZFFoY.jpg,no_es_poster,,""
1168088,"Screwed",2011,ko,/vr5pIstYKHD1bqUPudIHIWC7sTq.jpg,no_es_poster,,""
1169449,"To Lie in a Field and Grow Old",2023,en,/5KL5miqr2gpYcVfwrJsrqFKUH47.jpg,no_es_poster,,""
1169957,"Spine-Chilling Short Stories Kowabana: Scary Woman Kyō",2014,ja,/a9iBOcwMsSlQnWvMSDcWXdabImk.jpg,es_poster,si,""
1170057,"Maniac: The Making of Documentary",2013,en,/mAQ5ShuVu9otrgxPPVDBIpgSuFP.jpg,no_es_poster,,""
1170797,"Everything is Good",2021,en,/67OaeMhwnukNaO5iJMq7sJF5wgR.jpg,no_es_poster,,""
1171035,"Quest of the Perfect Woman: The Vampire of Marrakesh",1933,en,/AgGaKiFYZ1EBkcqU3b3J2o39AOH.jpg,no_es_poster,,""
1171300,"The Abandoned House",2020,pt,/9AtLZx66ofxB7XdpxCE5p1aNumH.jpg,no_es_poster,,""
1171889,"The Wandering Soul",2021,en,/38oUGW34fDUtc4eWEgiuibYj8vA.jpg,no_es_poster,,""
1172010,"Hydro-Samuel",2023,es,/j3FHlkxPzyeQrWrCuydWcEEU7Ba.jpg,no_es_poster,,""
1172388,"L4ST",2014,en,/qDaC49RoA2K7Jy85n3MG7gtmu8I.jpg,no_es_poster,,""
1172414,"Aje and Bruja",2023,en,/3XN9gShpz8tHwSW4SLQTn3jp8Na.jpg,no_es_poster,,""
1172571,"Hov! (Famous Last Words)",1989,da,/9jkk3ZsQEtMuaRhAtN3NBW3AOiP.jpg,no_es_poster,,""
1172678,"Cannot Play Title",2022,en,/oVZYb103cNyednPMbCfhqxOuiGP.jpg,no_es_poster,,""
1173124,"Pill Head Ed",2020,en,/n2GIx0cYKoSNTAgNVeFNtCE1HNT.jpg,no_es_poster,,""
1173168,"That Butler, Friendship",2009,ja,/sMV5acxGrUxDmRT7y1KIgXTOUlI.jpg,no_es_poster,,""
1173275,"The Lost Goddess",2019,en,/e9MJuXvM23AGCZreLJytQnWCGKR.jpg,no_es_poster,,""
1173424,"The Ghost Chasers",1966,cn,/biMRznxAkSM0nlOBkEPHG4gsUT4.jpg,es_poster,si,""
1173434,"Bitter Fear",1966,cn,/3r4u1YHVTZpeHsDaDp9RzvuRGMc.jpg,es_poster,si,""
1173609,"Phantom of the Jade Chamber",1962,cn,/v3nyT7AjyB4yaMl8UK4zIrsLXer.jpg,es_poster,si,""
1173781,"Trauma Under the Car",1962,cn,/hHlFvvSyxUK5OreXWIWydzDyWnr.jpg,es_poster,si,""
1173833,"The Serpent and the Lovers",1961,zh,/m2iJi5iBmhaHs6XtVyyvLCB31Yd.jpg,es_poster,si,""
1173947,"A Shadow over the Chateau",1960,zh,/mtF1bYhEWhHpjTFfkQfD4Cc2ffV.jpg,es_poster,si,""
1174247,"Haunted Bridge",1957,cn,/e5TB1ZgrtE9PTgAuRpfSFlmmuRS.jpg,es_poster,si,""
1174342,"Burning Passion",1956,zh,/y9fOQ7QViv8RfDXjv6IgaOvpcBm.jpg,es_poster,si,""
1174494,"The Haunted House",1950,cn,/1IFCOhbBWctqUAe6qIIzOvMqZbb.jpg,no_es_poster,,""
1176999,"NAILMAN³- RETURN OF THE REDEEMER",2023,de,/1zc9lzVGQxkPKEuhzGtVcFGm3vB.jpg,no_es_poster,,""
1177018,"Vampire",1999,en,/oXTH1zMAPO1lRJJVcIb4VynkYUT.jpg,no_es_poster,,""
1177462,"To Thine Own Self Be True",2023,en,/x3Kh2eA2fa22tKkpi1CV4OLJ5to.jpg,no_es_poster,,""
1178529,"Zetsuosore Taikan Kimodameshi",2014,ja,/iflpXVV1CKsZr8RMmUVrqN8xcvL.jpg,es_poster,si,""
1178873,"Dragging Woman",2021,ja,/n4sk6xL6WSKdqj4Jzbt4Qc30UVq.jpg,no_es_poster,,""
1179402,"Don Khamod",1973,th,/nzC1vXYYv8PU8XgFRxBECAkgWo1.jpg,es_poster,si,""
1179549,"The God of Death",1971,th,/jt5RibKBwMMoiTh4XwYaQn3VDO8.jpg,es_poster,si,""
1179729,"Pi Kaew Nang Hong",1970,th,/e86MbeprSfw53beSk2A7htAj4Bp.jpg,es_poster,si,""
1179790,"Golden Sabai Goddess",1970,th,/bR5RMcfDDQtuvXqGmEVWv5j7grZ.jpg,es_poster,si,""
1179922,"Plantlife",2020,en,/9WOA3f3JeDPtPHRr3NOmgqV9uJj.jpg,no_es_poster,,""
1179996,"Golden Eel",1969,th,/kCL8ac6Vr7ueR1Wo4ndsYlFF2Oy.jpg,es_poster,si,""
1180354,"Goddess Panthong",1967,th,/8bXzUNpkj3ItVV0t2FHfl3TjCHr.jpg,es_poster,si,""
1180377,"Boonpeng Iron Chest",1967,th,/24iRFF0hJyeLqZOrgCWZdKkCiye.jpg,es_poster,si,""
1180529,"Blood Love: Nang Prai",1964,th,/eJKY9cwIRsLfOhiHpOplV41f2f8.jpg,es_poster,si,""
1180756,"Krai Thong",1958,th,/cFa75mrBY7uRMIuK5m0k2LuWtiZ.jpg,es_poster,si,""
1180853,"Autorretrato",2023,pt,/wijsAP0VXGiMOST1VVM0PQZVRfp.jpg,es_poster,si,""
1181746,"515",2015,en,/6EV9YJ9NiiVljAfasQlIz07BqFr.jpg,no_es_poster,,""
1182169,"Smoker of the Future",1985,en,/utGU2zFm8VE9zuicAcbkdTQzntn.jpg,no_es_poster,,""
1182750,"Give Me Something Good To Eat",2020,en,/lAgoNmC2qlIaXOxhYf0tZQw0giw.jpg,no_es_poster,,""
1182752,"Answer Me",2020,en,/m1ufnAkBjPIhgfoeQlvC4ZD2cE3.jpg,no_es_poster,,""
1183797,"CannibAlien",2009,en,/AhiMn4vMqvxNkvUvhN03rh9f7U1.jpg,es_poster,si,""
1184925,"Midnight Oxygen",2027,en,/1cbqKt4xp67ckCWD0zVRmN5qPyO.jpg,es_poster,si,""
1185377,"PCME",2020,en,/fmMByc54MhkvK351JDnf16baMgu.jpg,no_es_poster,,""
1185950,"Black Forest",2023,en,/1xuxtGteqN8Z6TvOcaAGCF0y2dc.jpg,no_es_poster,,""
1185980,"Black Forest 2",2023,en,/16jbZT2vDQIdS41SGyH9bTvS3Fg.jpg,no_es_poster,,""
1185988,"Black Forest 3",2023,en,/6amaA9GonjhrPFuK1MHc5NaF08Z.jpg,no_es_poster,,""
1187964,"Crazy Skier Man",2023,en,/s0XzAv5T49iNJLX6DczYWg7xELY.jpg,no_es_poster,,""
1189043,"Party Monster",2023,en,/c2yH89njxLApIDyUkYou4ZXTjlr.jpg,no_es_poster,,""
1189352,"Beast",2023,en,/ryF106pMHMZq2wAl7XLpLULyZY0.jpg,no_es_poster,,""
1189888,"FARN PORM",2021,en,/AqtlHy8s1XPiEJBneWmoVSa2fY2.jpg,no_es_poster,,""
1190772,"There's Someone In My House",2022,en,/jcbFxRy1EIgjmm0WJ77DhnCGzlK.jpg,no_es_poster,,""
1190953,"The Mystery of Nam Prai",1983,th,/4f0WwMn9uuiL10BCDxnhm1CKZDa.jpg,es_poster,si,""
1192020,"Wandering Souls 2: Exploring Haunted Spots with Oda Nobunaga",1999,ja,/sf8axFeCJXHrGoMbdDQGaMlCZ2T.jpg,es_poster,si,""
1192385,"The Injection",1991,it,/kc3KJnivzry2BIVOv7NVUg7pD1E.jpg,no_es_poster,,""
1192386,"The House of the Living Dead: The Injection 2",1997,it,/bsfWgLit3jyUFEiu6y4Qm4DgSZt.jpg,no_es_poster,,""
1192652,"Scary Fairy Tales: Cinderella",1999,ja,/gvn4GBOTJCjNYeM5mQfknWj1Vva.jpg,es_poster,si,""
1192921,"Toast",2022,en,/zxF8xRoWw68pa4MGWn2uOoqUIl8.jpg,no_es_poster,,""
1195581,"An Occurrence in the Countryside",2023,en,/fYij2tZNrH9X8B7BfFgSjRGDzer.jpg,no_es_poster,,""
1196070,"Hellmouth",2022,en,/hn1DEkGI9ZNbEN5jSOpuvoQVn8H.jpg,no_es_poster,,""
1198050,"Tree Ghost Story",2021,ja,/5CJ0cVXjpRKb8C4l1dhfwFxKOFp.jpg,es_poster,si,""
1198084,"Amofinado",2022,pt,/4Mi7fAGIwququpndzWfCjFBc6kq.jpg,es_poster,si,""
1198378,"Lunar Oddities",2023,en,/bca1EqcrQao0F8IXYxOPU4bFX8y.jpg,no_es_poster,,""
1198870,"Return",,en,/bgnpQbZf0fSVAtF80T0bJkDzRMi.jpg,no_es_poster,,""
1198873,"Busung Katak",2022,ms,/vwfUV1Rh7UCiYvnijerNnSZ7FvC.jpg,no_es_poster,,""
1198987,"Fed",2023,en,/96n79mox2suJCTRUS1c4gncNMnm.jpg,es_poster,si,""
1199073,"Angel's Snake",2003,cn,/20nk0qR1Ys5E0Xtj5HkXASLXitf.jpg,es_poster,si,""
1199122,"Scary True Stories: Night 2",2005,ja,/oln1s7oWHUocmEz6YfypbBERhM7.jpg,es_poster,si,""
1199364,"Emma",2025,fr,/qjEcIdirbkmvaM9r1KkRYhI4e4m.jpg,no_es_poster,,""
1199569,"Sonorité",2007,fr,/oHI3HAmDchX7ehIT6soAcovlkGz.jpg,no_es_poster,,""
1199584,"6120",2007,fr,/9hQ4BE1x42o4T4rDP2AjNfoUNMe.jpg,no_es_poster,,""
1199661,"Stripped",2023,en,/pVoWFQCzip4gpHA0DG9OfsICqcz.jpg,es_poster,si,""
1200167,"Abandoned Explored",2022,en,/iq2uTraTZbO3oGuoHY0FbYl0WoF.jpg,no_es_poster,,""
1200519,"Spaghetti",2023,en,/65TPNdfxsPjwYE2CmJHM2yS8mYW.jpg,no_es_poster,,""
1201038,"After Sunset",2009,ko,/t1gLAjzw7eEaUMiSVQM9Z5Q843x.jpg,no_es_poster,,""
1201188,"Ojos",2023,xx,/9kSyYf9Jk1HCleFAo39okDM1oQB.jpg,no_es_poster,,""
1201198,"7",2023,xx,/k5xewEPRNaDeZPfFv0x0QXYQ0Pj.jpg,no_es_poster,,""
1201202,"M is for Matador",2016,en,/nGmCv89FZesLbLxKRUbvRtrzfSD.jpg,no_es_poster,,""
1201979,"KAMPA",,pt,/w10CkZJ3BaPJ3V2kmaWATxlLFiZ.jpg,no_es_poster,,""
1202100,"Joshurei",2023,ja,/ef1DeARW4Bui3tfozPMho07GFI6.jpg,es_poster,si,""
1202913,"Insomnia",2023,es,/yTuEBdWJ96fYs7MvueaKeGX6Pcj.jpg,es_poster,si,""
1203023,"Travels of Lord Mito Pt.9",1956,ja,/eZxp9vVzGW4OricpqtbzqRL7DES.jpg,es_poster,si,""
